ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: 67.75
ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: SIN PRECIO
ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: SIN PRECIO
ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: SIN PRECIO
ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: SIN PRECIO
ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: SIN PRECIO
ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: SIN PRECIO
ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: SIN PRECIO
ID:533_E:MSFT_TR | SYMBOL.TICKER:E:MSFT | CURRENT.PRICE: SIN PRECIO
